item,detection precision %,retrieved,relevant retrieved
BER_2927_037440_037560.rttm,26.81,7.46,2.00
BER_2927_044340_044460.rttm,81.41,15.92,12.96
BER_2927_053160_053280.rttm,100.00,0.00,0.00
BER_2927_054900_055020.rttm,100.00,0.00,0.00
BER_2927_056400_056520.rttm,100.00,0.00,0.00
BER_3749_004140_004260.rttm,95.66,114.39,109.43
BER_3749_004620_004740.rttm,81.66,79.55,64.96
BER_3749_005520_005640.rttm,91.17,83.49,76.12
BER_3749_007860_007980.rttm,61.28,4.83,2.96
BER_3749_009540_009660.rttm,92.68,27.45,25.44
BER_3749_009720_009840.rttm,100.00,0.00,0.00
BER_3749_011280_011400.rttm,100.00,0.00,0.00
BER_3749_011640_011760.rttm,100.00,0.00,0.00
BER_3749_017640_017760.rttm,77.39,69.21,53.56
BER_3749_019920_020040.rttm,78.29,66.05,51.71
BER_3749_021240_021360.rttm,100.00,0.00,0.00
BER_3749_026400_026520.rttm,100.00,0.00,0.00
BER_3749_028920_029040.rttm,40.36,84.67,34.17
BER_3749_034680_034800.rttm,84.85,98.59,83.65
BER_3749_043560_043680.rttm,89.80,50.87,45.68
BER_3895_003780_003900.rttm,60.00,0.60,0.36
BER_3895_006120_006240.rttm,100.00,0.00,0.00
BER_3895_009300_009420.rttm,26.41,82.51,21.79
BER_3895_012180_012300.rttm,91.43,89.94,82.23
BER_3895_013020_013140.rttm,91.29,81.06,74.00
BER_3895_013440_013560.rttm,93.04,108.91,101.33
BER_3895_014940_015060.rttm,80.32,107.70,86.50
BER_3895_021660_021780.rttm,9.21,37.45,3.45
BER_3895_027120_027240.rttm,77.21,43.05,33.24
BER_3895_030120_030240.rttm,69.05,14.70,10.15
BER_3895_030480_030600.rttm,57.30,43.56,24.96
BER_3895_033060_033180.rttm,8.43,19.58,1.65
BER_3895_037560_037680.rttm,100.00,0.00,0.00
BER_3895_043560_043680.rttm,81.26,85.36,69.36
BER_3895_047220_047340.rttm,14.18,96.98,13.75
BER_5750_004860_004980.rttm,91.97,50.80,46.72
BER_5750_006420_006540.rttm,76.63,116.97,89.63
BER_5750_008100_008220.rttm,91.40,120.00,109.68
BER_5750_010560_010680.rttm,85.70,120.00,102.84
BER_5750_022500_022620.rttm,100.00,0.00,0.00
BER_5750_027060_027180.rttm,90.03,89.90,80.94
BER_5750_029340_029460.rttm,79.53,29.70,23.62
BER_5750_029760_029880.rttm,65.87,95.00,62.58
BER_5750_030120_030240.rttm,45.53,95.43,43.45
BER_5750_030420_030540.rttm,59.51,110.55,65.79
BER_5750_034560_034680.rttm,100.00,0.00,0.00
BER_5750_038520_038640.rttm,100.00,0.00,0.00
BER_5750_039300_039420.rttm,100.00,0.00,0.00
BER_5750_039840_039960.rttm,100.00,0.00,0.00
BER_5750_040800_040920.rttm,100.00,0.00,0.00
BER_6035_008160_008280.rttm,71.72,82.19,58.95
BER_6035_010680_010800.rttm,76.89,85.23,65.53
BER_6035_013920_014040.rttm,81.70,97.13,79.36
BER_6035_018600_018720.rttm,100.00,0.00,0.00
BER_6035_019380_019500.rttm,100.00,0.00,0.00
BER_6035_021240_021360.rttm,100.00,0.00,0.00
BER_6035_022140_022260.rttm,100.00,0.00,0.00
BER_6035_026940_027060.rttm,81.43,82.75,67.38
BER_6035_027780_027900.rttm,83.18,67.58,56.21
BER_6035_030300_030420.rttm,61.29,90.11,55.23
BER_6035_030840_030960.rttm,62.04,114.52,71.05
BER_6035_037980_038100.rttm,100.00,0.00,0.00
BER_6035_041460_041580.rttm,100.00,0.00,0.00
BER_6035_045540_045660.rttm,100.00,0.00,0.00
BER_6035_049440_049560.rttm,100.00,0.00,0.00
BER_7758_003780_003900.rttm,68.58,24.60,16.87
BER_7758_004740_004860.rttm,53.96,54.15,29.22
BER_7758_010440_010560.rttm,66.67,0.60,0.40
BER_7758_010740_010860.rttm,22.57,84.95,19.17
BER_7758_012180_012300.rttm,25.13,95.92,24.10
BER_7758_019140_019260.rttm,78.41,81.85,64.18
BER_7758_021540_021660.rttm,100.00,0.00,0.00
BER_7758_026700_026820.rttm,100.00,0.00,0.00
BER_7758_027600_027720.rttm,100.00,0.00,0.00
BER_7758_027960_028080.rttm,100.00,0.00,0.00
BER_7758_029940_030060.rttm,31.84,28.52,9.08
BER_7758_031380_031500.rttm,100.00,0.00,0.00
BER_7758_032520_032640.rttm,100.00,0.00,0.00
BER_7758_034260_034380.rttm,0.00,15.98,0.00
BER_7758_038460_038580.rttm,57.73,74.41,42.96
C01_20170706_002040_002100.rttm,61.14,45.45,27.79
C01_20170706_005640_005700.rttm,17.17,12.99,2.23
C01_20170706_009240_009300.rttm,16.48,13.23,2.18
C01_20170706_012840_012900.rttm,100.00,0.00,0.00
C01_20170706_016440_016500.rttm,100.00,0.00,0.00
C01_20170706_020040_020100.rttm,100.00,0.00,0.00
C01_20170706_023640_023700.rttm,26.09,1.61,0.42
C01_20170706_027240_027300.rttm,100.00,0.00,0.00
C01_20170706_030840_030900.rttm,100.00,0.00,0.00
C01_20170706_034440_034500.rttm,100.00,0.00,0.00
C01_20170706_038040_038100.rttm,0.00,0.60,0.00
C01_20170706_041640_041700.rttm,100.00,0.00,0.00
C01_20170706_045240_045300.rttm,100.00,0.00,0.00
C01_20170706_048840_048900.rttm,100.00,0.00,0.00
C01_20170706_052440_052500.rttm,41.00,34.56,14.17
C01_20170706_056040_056100.rttm,0.98,42.67,0.42
C01_20170718_002040_002100.rttm,58.61,17.08,10.01
C01_20170718_005640_005700.rttm,47.18,9.94,4.69
C01_20170718_009240_009300.rttm,87.31,16.79,14.66
C01_20170718_012840_012900.rttm,0.00,1.70,0.00
C01_20170718_016440_016500.rttm,41.79,5.91,2.47
C01_20170718_020040_020100.rttm,74.30,7.16,5.32
C01_20170718_023640_023700.rttm,69.74,20.62,14.38
C01_20170718_027240_027300.rttm,62.35,2.55,1.59
C01_20170718_030840_030900.rttm,0.00,5.20,0.00
C01_20170718_034440_034500.rttm,82.22,27.61,22.70
C01_20170718_038040_038100.rttm,32.06,22.30,7.15
C01_20170718_041640_041700.rttm,83.52,2.61,2.18
C04_20170707_002040_002100.rttm,91.75,23.02,21.12
C04_20170707_005640_005700.rttm,53.00,2.00,1.06
C04_20170707_009240_009300.rttm,67.93,33.99,23.09
C04_20170707_012840_012900.rttm,57.04,29.12,16.61
C04_20170707_016440_016500.rttm,81.70,43.07,35.19
C04_20170707_020040_020100.rttm,100.00,0.00,0.00
C04_20170707_023640_023700.rttm,100.00,0.00,0.00
C04_20170707_027240_027300.rttm,82.83,38.90,32.22
C04_20170707_030840_030900.rttm,40.46,25.63,10.37
C04_20170707_034440_034500.rttm,71.61,27.05,19.37
C04_20170707_038040_038100.rttm,79.15,8.49,6.72
C04_20170707_041640_041700.rttm,60.52,2.33,1.41
C04_20170707_045240_045300.rttm,100.00,0.00,0.00
C04_20170707_048840_048900.rttm,100.00,0.00,0.00
C04_20170707_052440_052500.rttm,100.00,0.00,0.00
C04_20170707_056040_056100.rttm,100.00,0.00,0.00
C09_20170708_002040_002100.rttm,45.05,5.66,2.55
C09_20170708_005640_005700.rttm,71.67,13.59,9.74
C09_20170708_009240_009300.rttm,46.62,20.42,9.52
C09_20170708_012840_012900.rttm,71.18,27.69,19.71
C09_20170708_016440_016500.rttm,77.71,4.71,3.66
C09_20170708_020040_020100.rttm,71.66,29.85,21.39
C09_20170708_023640_023700.rttm,0.00,30.36,0.00
C09_20170708_027240_027300.rttm,78.17,29.68,23.20
C09_20170708_030840_030900.rttm,100.00,0.00,0.00
C09_20170708_034440_034500.rttm,100.00,0.00,0.00
C09_20170708_038040_038100.rttm,100.00,0.00,0.00
C09_20170708_041640_041700.rttm,100.00,0.00,0.00
C10_20170709_002040_002100.rttm,39.44,59.00,23.27
C10_20170709_005640_005700.rttm,0.00,60.00,0.00
C10_20170709_009240_009300.rttm,59.78,29.56,17.67
C10_20170709_012840_012900.rttm,39.78,60.00,23.87
C10_20170709_016440_016500.rttm,35.31,29.40,10.38
C10_20170709_020040_020100.rttm,80.57,30.00,24.17
C10_20170709_023640_023700.rttm,34.70,33.31,11.56
C10_20170709_027240_027300.rttm,56.83,38.94,22.13
C10_20170709_030840_030900.rttm,14.02,4.85,0.68
C10_20170709_034440_034500.rttm,64.29,26.66,17.14
C10_20170709_038040_038100.rttm,87.33,58.57,51.15
C10_20170709_041640_041700.rttm,0.00,1.44,0.00
C10_20170709_045240_045300.rttm,100.00,0.00,0.00
C10_20170709_048840_048900.rttm,100.00,0.00,0.00
C10_20170709_052440_052500.rttm,100.00,0.00,0.00
C11_20170709_002040_002100.rttm,67.08,53.73,36.04
C11_20170709_005640_005700.rttm,100.00,0.00,0.00
C11_20170709_009240_009300.rttm,0.00,51.18,0.00
C11_20170709_012840_012900.rttm,0.00,10.08,0.00
C11_20170709_016440_016500.rttm,38.99,41.81,16.30
C11_20170709_020040_020100.rttm,76.72,14.86,11.40
C11_20170709_023640_023700.rttm,48.23,34.77,16.77
C11_20170709_027240_027300.rttm,79.02,30.56,24.15
C11_20170709_030840_030900.rttm,79.72,29.68,23.66
C11_20170709_034440_034500.rttm,51.13,49.48,25.30
C11_20170709_038040_038100.rttm,24.96,55.97,13.97
C11_20170709_041640_041700.rttm,0.00,53.34,0.00
C11_20170709_045240_045300.rttm,100.00,0.81,0.81
C11_20170709_048840_048900.rttm,100.00,0.00,0.00
C11_20170718_002040_002100.rttm,31.97,2.44,0.78
C11_20170718_005640_005700.rttm,90.12,0.81,0.73
C11_20170718_009240_009300.rttm,0.00,1.00,0.00
C11_20170718_012840_012900.rttm,100.00,0.00,0.00
C11_20170718_016440_016500.rttm,100.00,0.00,0.00
C11_20170718_020040_020100.rttm,0.00,1.09,0.00
C11_20170718_023640_023700.rttm,100.00,0.00,0.00
C11_20170718_027240_027300.rttm,100.00,0.00,0.00
C11_20170718_030840_030900.rttm,100.00,0.00,0.00
C11_20170718_034440_034500.rttm,100.00,0.00,0.00
C11_20170718_038040_038100.rttm,100.00,0.00,0.00
C11_20170718_041640_041700.rttm,100.00,0.00,0.00
C11_20170718_045240_045300.rttm,100.00,0.00,0.00
C11_20170718_048840_048900.rttm,45.80,13.58,6.22
C11_20170718_052440_052500.rttm,64.92,33.30,21.62
C11_20170718_056040_056100.rttm,70.02,6.57,4.60
C12_20170709_002040_002100.rttm,38.13,8.76,3.34
C12_20170709_005640_005700.rttm,93.57,29.41,27.52
C12_20170709_009240_009300.rttm,40.86,49.51,20.23
C12_20170709_012840_012900.rttm,81.59,29.72,24.25
C12_20170709_016440_016500.rttm,74.19,22.01,16.33
C12_20170709_020040_020100.rttm,68.09,9.81,6.68
C12_20170709_023640_023700.rttm,83.74,8.67,7.26
C12_20170709_027240_027300.rttm,80.60,38.14,30.74
C12_20170709_030840_030900.rttm,79.69,11.03,8.79
C12_20170709_034440_034500.rttm,64.26,20.65,13.27
C12_20170709_038040_038100.rttm,61.11,20.52,12.54
C12_20170709_041640_041700.rttm,22.57,58.35,13.17
C15_20170710_002040_002100.rttm,68.39,18.79,12.85
C15_20170710_005640_005700.rttm,73.19,22.16,16.22
C15_20170710_009240_009300.rttm,79.22,25.74,20.39
C16_20170710_002040_002100.rttm,79.79,26.67,21.28
C16_20170710_005640_005700.rttm,76.84,10.62,8.16
C16_20170710_009240_009300.rttm,85.21,24.14,20.57
C16_20170710_012840_012900.rttm,84.23,8.56,7.21
C16_20170710_016440_016500.rttm,9.34,8.14,0.76
C16_20170710_020040_020100.rttm,69.83,16.14,11.27
C16_20170710_023640_023700.rttm,87.02,19.42,16.90
C16_20170710_027240_027300.rttm,23.64,16.88,3.99
C16_20170710_030840_030900.rttm,18.38,19.21,3.53
C18_20170711_002040_002100.rttm,43.37,44.25,19.19
C18_20170711_005640_005700.rttm,89.14,10.22,9.11
C18_20170711_009240_009300.rttm,88.66,7.67,6.80
C18_20170711_012840_012900.rttm,64.55,31.57,20.38
C18_20170711_016440_016500.rttm,49.32,23.44,11.56
C18_20170711_020040_020100.rttm,89.13,24.46,21.80
C18_20170711_023640_023700.rttm,63.84,41.26,26.34
C18_20170711_027240_027300.rttm,27.63,48.90,13.51
C18_20170711_030840_030900.rttm,84.37,14.97,12.63
C18_20170711_034440_034500.rttm,82.10,14.36,11.79
C18_20170711_038040_038100.rttm,100.00,0.00,0.00
C18_20170711_041640_041700.rttm,100.00,0.00,0.00
C18_20170711_045240_045300.rttm,0.00,0.81,0.00
C18_20170711_048840_048900.rttm,100.00,0.00,0.00
C18_20170711_052440_052500.rttm,100.00,0.00,0.00
C18_20170711_056040_056100.rttm,100.00,0.00,0.00
C18_20170718_002040_002100.rttm,67.82,5.22,3.54
C18_20170718_005640_005700.rttm,100.00,0.00,0.00
C18_20170718_009240_009300.rttm,100.00,0.00,0.00
C18_20170718_012840_012900.rttm,100.00,0.00,0.00
C18_20170718_016440_016500.rttm,100.00,0.00,0.00
C18_20170718_020040_020100.rttm,100.00,0.00,0.00
C18_20170718_023640_023700.rttm,100.00,0.00,0.00
C18_20170718_027240_027300.rttm,100.00,0.00,0.00
C18_20170718_030840_030900.rttm,0.00,0.60,0.00
C18_20170718_034440_034500.rttm,100.00,0.00,0.00
C18_20170718_038040_038100.rttm,100.00,0.00,0.00
C18_20170718_041640_041700.rttm,100.00,0.00,0.00
C18_20170718_045240_045300.rttm,78.88,31.68,24.99
C18_20170718_048840_048900.rttm,85.34,38.14,32.55
C18_20170718_052440_052500.rttm,63.23,43.19,27.31
C18_20170718_056040_056100.rttm,22.25,53.17,11.83
C20_20170711_002040_002100.rttm,75.67,36.09,27.31
C20_20170711_005640_005700.rttm,60.99,31.22,19.04
C20_20170711_009240_009300.rttm,61.25,50.79,31.11
C20_20170711_012840_012900.rttm,68.29,29.14,19.90
C20_20170711_016440_016500.rttm,53.41,21.29,11.37
C20_20170711_020040_020100.rttm,87.01,21.94,19.09
C20_20170711_023640_023700.rttm,56.06,46.24,25.92
C20_20170711_027240_027300.rttm,15.49,41.90,6.49
C20_20170711_030840_030900.rttm,35.21,21.36,7.52
C20_20170711_034440_034500.rttm,13.95,34.27,4.78
C20_20170711_038040_038100.rttm,40.50,43.63,17.67
C20_20170711_041640_041700.rttm,0.00,58.08,0.00
C20_20170711_045240_045300.rttm,100.00,0.00,0.00
C20_20170711_048840_048900.rttm,100.00,0.00,0.00
C20_20170711_052440_052500.rttm,100.00,0.00,0.00
C22_20170717_002040_002100.rttm,69.38,17.34,12.03
C22_20170717_005640_005700.rttm,60.22,20.06,12.08
C22_20170717_009240_009300.rttm,0.00,0.81,0.00
C22_20170717_012840_012900.rttm,100.00,0.00,0.00
C22_20170717_016440_016500.rttm,100.00,0.00,0.00
C22_20170717_020040_020100.rttm,100.00,0.00,0.00
C22_20170717_023640_023700.rttm,100.00,0.00,0.00
C22_20170717_027240_027300.rttm,100.00,0.00,0.00
C22_20170717_030840_030900.rttm,100.00,0.00,0.00
C22_20170717_034440_034500.rttm,100.00,0.00,0.00
C22_20170717_038040_038100.rttm,100.00,0.00,0.00
C22_20170717_041640_041700.rttm,100.00,0.00,0.00
C22_20170717_045240_045300.rttm,70.20,9.33,6.55
C22_20170717_048840_048900.rttm,85.25,17.08,14.56
C22_20170717_052440_052500.rttm,58.84,26.65,15.68
C22_20170717_056040_056100.rttm,81.78,33.87,27.70
C24_20170712_002040_002100.rttm,60.45,26.98,16.31
C24_20170712_005640_005700.rttm,100.00,0.00,0.00
C24_20170712_009240_009300.rttm,0.00,1.23,0.00
C24_20170712_012840_012900.rttm,0.00,0.60,0.00
C24_20170712_016440_016500.rttm,12.73,23.56,3.00
C24_20170712_020040_020100.rttm,57.09,10.58,6.04
C24_20170712_023640_023700.rttm,96.81,37.04,35.86
C24_20170712_027240_027300.rttm,85.20,14.05,11.97
C24_20170712_030840_030900.rttm,0.00,4.52,0.00
C24_20170712_034440_034500.rttm,0.00,0.13,0.00
C24_20170712_038040_038100.rttm,96.98,3.97,3.85
C24_20170712_041640_041700.rttm,4.65,18.07,0.84
C24_20170719_002040_002100.rttm,64.98,22.87,14.86
C24_20170719_005640_005700.rttm,66.16,32.95,21.80
C24_20170719_009240_009300.rttm,24.78,16.75,4.15
C24_20170719_012840_012900.rttm,0.00,1.42,0.00
C24_20170719_016440_016500.rttm,94.78,7.09,6.72
C24_20170719_020040_020100.rttm,50.39,58.37,29.41
C24_20170719_023640_023700.rttm,41.13,47.12,19.38
C24_20170719_027240_027300.rttm,59.21,27.73,16.42
C24_20170719_030840_030900.rttm,75.92,23.38,17.75
C24_20170719_034440_034500.rttm,82.53,13.74,11.34
C24_20170719_038040_038100.rttm,100.00,0.00,0.00
C24_20170719_041640_041700.rttm,100.00,0.00,0.00
C24_20170719_045240_045300.rttm,0.00,0.60,0.00
C24_20170719_048840_048900.rttm,100.00,0.00,0.00
C25_20170719_002040_002100.rttm,54.06,25.03,13.53
C25_20170719_005640_005700.rttm,8.15,8.59,0.70
C25_20170719_009240_009300.rttm,52.10,16.91,8.81
C25_20170719_012840_012900.rttm,70.15,30.08,21.10
C25_20170719_016440_016500.rttm,89.60,58.20,52.15
C25_20170719_020040_020100.rttm,25.68,59.18,15.20
C25_20170719_023640_023700.rttm,72.68,58.64,42.62
C25_20170719_027240_027300.rttm,53.84,51.67,27.82
C25_20170719_030840_030900.rttm,63.07,45.36,28.61
C25_20170719_034440_034500.rttm,100.00,0.00,0.00
C25_20170719_038040_038100.rttm,0.00,5.62,0.00
C25_20170719_041640_041700.rttm,100.00,0.00,0.00
C25_20170719_045240_045300.rttm,0.00,1.62,0.00
C25_20170719_048840_048900.rttm,0.00,10.86,0.00
C25_20170719_052440_052500.rttm,100.00,0.00,0.00
C25_20170719_056040_056100.rttm,62.40,37.34,23.30
ROW_1156_001980_002100.rttm,86.51,72.56,62.77
ROW_1156_010140_010260.rttm,80.55,89.97,72.47
ROW_1156_011580_011700.rttm,82.54,76.88,63.46
ROW_1156_013140_013260.rttm,86.30,108.61,93.73
ROW_1156_019680_019800.rttm,60.53,87.90,53.21
ROW_1156_022260_022380.rttm,71.65,35.52,25.45
ROW_1156_025800_025920.rttm,50.23,56.42,28.34
ROW_1156_034500_034620.rttm,80.19,74.42,59.68
ROW_1156_034860_034980.rttm,70.15,73.47,51.54
ROW_1156_038220_038340.rttm,68.54,72.06,49.39
ROW_1156_040020_040140.rttm,100.00,0.00,0.00
ROW_1156_043020_043140.rttm,100.00,0.00,0.00
ROW_1156_046020_046140.rttm,100.00,0.00,0.00
ROW_1156_048600_048720.rttm,100.00,0.00,0.00
ROW_1156_054300_054420.rttm,100.00,0.00,0.00
ROW_1735_001920_002040.rttm,66.66,59.42,39.61
ROW_1735_010020_010140.rttm,66.86,18.65,12.47
ROW_1735_015060_015180.rttm,77.34,81.88,63.33
ROW_1735_016800_016920.rttm,33.42,62.30,20.82
ROW_1735_017160_017280.rttm,41.66,43.06,17.94
ROW_1735_021480_021600.rttm,37.19,117.91,43.85
ROW_1735_030120_030240.rttm,25.24,42.44,10.71
ROW_1735_031260_031380.rttm,76.28,74.11,56.53
ROW_1735_032340_032460.rttm,73.00,64.74,47.26
ROW_1735_039120_039240.rttm,84.74,54.58,46.25
ROW_1735_040620_040740.rttm,87.55,70.03,61.31
ROW_1735_041520_041640.rttm,84.88,4.43,3.76
ROW_1735_044820_044940.rttm,100.00,0.00,0.00
ROW_1735_047580_047700.rttm,100.00,0.00,0.00
ROW_1735_050460_050580.rttm,100.00,0.00,0.00
ROW_1768_008100_008220.rttm,68.09,88.83,60.48
ROW_1768_009180_009300.rttm,62.72,52.84,33.14
ROW_1768_014220_014340.rttm,83.50,58.38,48.75
ROW_1768_016920_017040.rttm,69.30,42.02,29.12
ROW_1768_022440_022560.rttm,52.45,65.97,34.60
ROW_1768_023040_023160.rttm,58.16,13.84,8.05
ROW_1768_023400_023520.rttm,50.16,12.50,6.27
ROW_1768_030000_030120.rttm,70.78,19.27,13.64
ROW_1768_030300_030420.rttm,31.79,32.87,10.45
ROW_1768_032580_032700.rttm,76.30,47.42,36.18
ROW_1768_033540_033660.rttm,59.51,58.44,34.78
ROW_1768_034620_034740.rttm,100.00,0.00,0.00
ROW_1768_035220_035340.rttm,81.64,69.94,57.10
ROW_1768_036720_036840.rttm,100.00,0.00,0.00
ROW_1768_044340_044460.rttm,100.00,0.00,0.00
ROW_2745_007200_007320.rttm,66.87,29.97,20.04
ROW_2745_014700_014820.rttm,49.13,44.82,22.02
ROW_2745_017940_018060.rttm,57.45,8.79,5.05
ROW_2745_020160_020280.rttm,46.82,7.86,3.68
ROW_2745_023760_023880.rttm,100.00,0.00,0.00
ROW_2745_026760_026880.rttm,0.00,5.39,0.00
ROW_2745_031260_031380.rttm,77.00,1.00,0.77
ROW_2745_033360_033480.rttm,39.05,16.08,6.28
ROW_2745_033720_033840.rttm,56.64,7.91,4.48
ROW_2745_033960_034080.rttm,53.30,23.79,12.68
ROW_2745_034980_035100.rttm,35.37,13.57,4.80
ROW_2745_039900_040020.rttm,66.55,65.91,43.86
ROW_2745_040800_040920.rttm,74.27,26.16,19.43
ROW_2745_044160_044280.rttm,73.80,5.23,3.86
ROW_2745_053040_053160.rttm,100.00,0.00,0.00
ROW_3486_008160_008280.rttm,71.69,3.25,2.33
ROW_3486_010620_010740.rttm,69.90,40.27,28.15
ROW_3486_022380_022500.rttm,60.75,94.08,57.15
ROW_3486_026400_026520.rttm,72.89,52.37,38.17
ROW_3486_027960_028080.rttm,75.35,44.55,33.57
ROW_3486_030660_030780.rttm,64.22,21.27,13.66
ROW_3486_033060_033180.rttm,19.52,73.36,14.32
ROW_3486_039660_039780.rttm,100.00,0.00,0.00
ROW_3486_041460_041580.rttm,100.00,0.00,0.00
ROW_3486_047220_047340.rttm,100.00,0.00,0.00
ROW_3486_049500_049620.rttm,100.00,0.00,0.00
ROW_3486_050040_050160.rttm,100.00,0.00,0.00
ROW_3486_050400_050520.rttm,100.00,0.00,0.00
ROW_3486_050940_051060.rttm,100.00,0.00,0.00
ROW_3486_051300_051420.rttm,100.00,0.00,0.00
ROW_7798_009660_009780.rttm,58.84,22.01,12.95
ROW_7798_012420_012540.rttm,100.00,0.00,0.00
ROW_7798_013800_013920.rttm,100.00,0.00,0.00
ROW_7798_014400_014520.rttm,0.00,0.80,0.00
ROW_7798_017580_017700.rttm,9.92,120.00,11.90
ROW_7798_017880_018000.rttm,82.58,106.64,88.06
ROW_7798_019560_019680.rttm,73.54,97.98,72.05
ROW_7798_030780_030900.rttm,86.87,80.95,70.32
ROW_7798_033240_033360.rttm,85.11,92.75,78.94
ROW_7798_037020_037140.rttm,100.00,0.00,0.00
ROW_7798_040380_040500.rttm,77.69,70.85,55.04
ROW_7798_044580_044700.rttm,70.50,59.86,42.20
ROW_7798_050580_050700.rttm,81.50,24.16,19.69
ROW_7798_051420_051540.rttm,100.00,0.00,0.00
ROW_7798_056220_056340.rttm,100.00,0.00,0.00
ROW_8357_002820_002940.rttm,44.79,29.56,13.24
ROW_8357_006900_007020.rttm,85.08,70.91,60.33
ROW_8357_007620_007740.rttm,73.17,44.20,32.34
ROW_8357_012660_012780.rttm,69.98,53.86,37.69
ROW_8357_019560_019680.rttm,47.06,115.04,54.14
ROW_8357_020220_020340.rttm,61.63,120.00,73.95
ROW_8357_021540_021660.rttm,47.95,94.27,45.20
ROW_8357_027960_028080.rttm,52.17,20.26,10.57
ROW_8357_030300_030420.rttm,58.69,33.65,19.75
ROW_8357_041400_041520.rttm,83.65,89.49,74.86
ROW_8357_042720_042840.rttm,92.59,26.18,24.24
ROW_8357_053160_053280.rttm,100.00,0.00,0.00
ROW_8357_053280_053400.rttm,100.00,0.00,0.00
ROW_8357_055860_055980.rttm,100.00,0.00,0.00
ROW_8357_057000_057120.rttm,100.00,0.00,0.00
ROW_9408_003780_003900.rttm,44.04,77.46,34.11
